Title,Abstract,StoreId,ArticleType,Authors,copyright,documentType,entryDate,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database,source_file
Monday Nite Footballers Predictions,"1. Oakland and the Chiefs have played 74 games, with each team winning 36 and there have been two ties. Kansas City has won eight consecutive home games and the last 12 of 13.",2825935974,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1996, Article," Sep 6, 1996", English, English," Kansas City, Missouri","Sep 6, 1996",The Call (1933-),1996,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2825935974/se-2?accountid=14556, 22,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1996-09-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=22&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2825900588,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1995, Article," Jan 27, 1995", English, English," Kansas City, Missouri","Jan 27, 1995",The Call (1933-),1995,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2825900588/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1995-01-27&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2824135551,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2004, Article," Nov 26, 2004", English, English," Kansas City, Missouri","Nov 26, 2004",The Call (1933-),2004,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824135551/se-2?accountid=14556, 22,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2004-11-26&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=22&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2824131780,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2004, Article," Jan 30, 2004", English, English," Kansas City, Missouri","Jan 30, 2004",The Call (1933-),2004,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824131780/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2004-01-30&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"Ray Crockett knows a lot about cornerbacking. That's why he has earned a spot in the Chiefs' secondary. He came here, showed up well in the pre-season, and now is a quiet force in the Chiefs' respectable defense. He's got cool... mainly because he's one of the few current Chiefs that has ever been to the Super Bowl. But, this week, he is more than all that. It's because he knows about the Denver Broncos. After all, up until this year, he was their starting corner. And, our ""sometimey"" Chiefs will face Denver in Denver's new Mile High Stadium.",2824122128,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2001, Article," Oct 5, 2001", English, English," Kansas City, Missouri","Oct 5, 2001",The Call (1933-),2001,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824122128/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2001-10-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2824121853,newspapers,, Copyright Kansas City Call 2000, Article," Nov 17, 2000", English, English," Kansas City, Missouri","Nov 17, 2000",The Call (1933-),2000,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824121853/se-2?accountid=14556, 26,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2000-11-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=26&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"Lloyd Greenfield is a retired firefighter and current real estate professional, and he thinks the Chiefs are just playing good football about now. Ed West and Carl Clark praise the Chiefs' game-winning defense. Well, this week will be the supreme test for Kansas City as they board the plane for Indianapolis to take on the Colts. Fresh from a convincing win, the Colts will have Peyton Manning running an offense that features both running and passing. On top of that, the Colts sport the same record as the Chiefs (5-2). Both teams have good defensive personnel and it will be tough for either team to mount and sustain any,...",2824111345,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 1999, Article," Nov 5, 1999", English, English," Kansas City, Missouri","Nov 5, 1999",The Call (1933-),1999,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824111345/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=1999-11-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"Following a victory last week over the lowly Tennessee Titans, the Chiefs will appear before the home crowd again on Saturday night, this time against Tony Dingy's Tampa Bay Buccaneers. Longtime NFL fans will remember the ""dog days"" when Tampa Bay started off in 1976... they went winless their first season and had lost consecutive games before winning just one. But that was the old Bucs.",2824108598,newspapers,"Jim ""Grand dad"" Nunnelly", Copyright Kansas City Call 1999, Article," Aug 20, 1999", English, English," Kansas City, Missouri","Aug 20, 1999",The Call (1933-),1999,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824108598/se-2?accountid=14556, 21,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=1999-08-20&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=21&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2824075903,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1995, Article," Jan 20, 1995", English, English," Kansas City, Missouri","Jan 20, 1995",The Call (1933-),1995,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824075903/se-2?accountid=14556, 17,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1995-01-20&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=17&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2824071297,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1994, Article," Dec 9, 1994", English, English," Kansas City, Missouri","Dec 9, 1994",The Call (1933-),1994,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824071297/se-2?accountid=14556, 18,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1994-12-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=18&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers,,2823983317,newspapers,, Copyright Kansas City Call 1986, Article," Jan 3, 1986", English, English," Kansas City, Missouri","Jan 3, 1986",The Call (1933-),1986,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers/docview/2823983317/se-2?accountid=14556, 9,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1986-01-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=9&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"Ike is President of the Haters. He is just that way. old, cantankerous, forgetful and just plain ornery.",2823879035,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2007, Article," Nov 9, 2007", English, English," Kansas City, Missouri","Nov 9, 2007",The Call (1933-),2007,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823879035/se-2?accountid=14556, 25,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2007-11-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=25&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2823860788,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2007, Article," Oct 5, 2007", English, English," Kansas City, Missouri","Oct 5, 2007",The Call (1933-),2007,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823860788/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2007-10-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"Let's get behind our Chiefs, now. Yes, the Colts are highly favored. And, yes the Colts have one of the best passing trios in the NFL (Manning, Wayne and Harrison). Adques,.... ..are human they have failed. .. or win suner Bowl. So quite frankly, everyone is expecting a slaughterhouse tomorrow. Consequently.",2823827811,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2007, Article," Jan 5, 2007", English, English," Kansas City, Missouri","Jan 5, 2007",The Call (1933-),2007,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823827811/se-2?accountid=14556, 24,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2007-01-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=24&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"Lloyd Greenfield was our host last Monday night. And his home is like museum, with all kinds of collections.. motorcycles and cars everywhere. While I don't know a lot about motorcycles, I can attest only to the 130 model cars that I personally witnessed. There were old Studebakers, a Nash, a Corvair and even a black 1941 Cadillac.",2823812208,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2006, Article," Nov 3, 2006", English, English," Kansas City, Missouri","Nov 3, 2006",The Call (1933-),2006,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823812208/se-2?accountid=14556, 30,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2006-11-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=30&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2823756003,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 1998, Article," Dec 18, 1998", English, English," Kansas City, Missouri","Dec 18, 1998",The Call (1933-),1998,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823756003/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=1998-12-18&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2823722741,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1995, Article," Dec 15, 1995", English, English," Kansas City, Missouri","Dec 15, 1995",The Call (1933-),1995,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2823722741/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1995-12-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
